MAP LOAD: map26
S	0	160.0	-32.0	0.0
S	11	-256.0	-320.0	0.0
S	11	-576.0	-448.0	0.0
S	11	-320.0	-384.0	0.0
S	11	-448.0	-512.0	0.0
S	11	-192.0	-320.0	0.0
S	18	-384.0	-512.0	0.0
S	18	-640.0	-384.0	0.0
S	18	-704.0	-320.0	0.0
S	18	-704.0	-512.0	0.0
S	14	-1248.0	1216.0	0.0
S	14	-1248.0	640.0	0.0
S	14	-1248.0	1280.0	0.0
S	14	-1248.0	576.0	0.0
S	54	-1632.0	928.0	0.0
S	54	-1680.0	928.0	0.0
S	15	-1856.0	928.0	0.0
S	47	-1952.0	928.0	0.0
S	78	32.0	64.0	0.0
S	69	320.0	64.0	0.0
S	70	-1728.0	928.0	0.0
S	10	528.0	448.0	0.0
S	10	528.0	384.0	0.0
S	11	528.0	336.0	0.0
S	11	528.0	496.0	0.0
S	18	608.0	416.0	0.0
S	18	608.0	480.0	0.0
S	18	608.0	352.0	0.0
S	18	608.0	288.0	0.0
S	18	608.0	544.0	0.0
S	10	160.0	208.0	0.0
S	10	160.0	512.0	0.0
S	10	160.0	672.0	0.0
S	10	-480.0	928.0	0.0
S	10	-416.0	928.0	0.0
S	10	-352.0	928.0	0.0
S	2	-256.0	928.0	0.0
S	10	272.0	816.0	0.0
S	11	416.0	640.0	0.0
S	10	864.0	32.0	0.0
S	41	-1024.0	-320.0	0.0
S	54	544.0	832.0	0.0
S	54	864.0	-16.0	0.0
S	54	864.0	80.0	0.0
S	54	-48.0	-176.0	0.0
S	75	-576.0	-192.0	0.0
S	65	-576.0	-64.0	0.0
S	65	-384.0	-256.0	0.0
S	65	-448.0	-64.0	0.0
S	66	352.0	-128.0	0.0
S	70	256.0	224.0	0.0
S	69	320.0	688.0	0.0
S	45	0.0	-16.0	0.0
S	45	32.0	-32.0	0.0
S	45	0.0	128.0	0.0
S	46	320.0	128.0	0.0
S	46	320.0	-16.0	0.0
S	46	288.0	-32.0	0.0
S	45	384.0	832.0	0.0
S	45	448.0	768.0	0.0
S	45	512.0	704.0	0.0
S	45	448.0	-96.0	0.0
S	45	592.0	-96.0	0.0
S	46	576.0	192.0	0.0
S	46	640.0	192.0	0.0
S	46	640.0	128.0	0.0
S	46	576.0	128.0	0.0
S	46	656.0	0.0	0.0
S	46	592.0	0.0	0.0
S	45	528.0	288.0	0.0
S	45	528.0	544.0	0.0
S	45	-512.0	-192.0	0.0
S	45	-640.0	-128.0	0.0
S	45	-576.0	-256.0	0.0
S	45	-320.0	-192.0	0.0
S	46	-704.0	928.0	0.0
S	45	-1024.0	832.0	0.0
S	45	-1024.0	1024.0	0.0
S	45	-1024.0	1072.0	0.0
S	45	-1024.0	784.0	0.0
S	30	496.0	496.0	0.0
S	30	-432.0	-160.0	0.0
S	30	-368.0	-208.0	0.0
S	30	-224.0	-160.0	0.0
S	30	-512.0	-64.0	0.0
S	30	-576.0	-128.0	0.0
S	30	-608.0	-208.0	0.0
S	30	496.0	208.0	0.0
S	69	464.0	160.0	0.0
S	69	464.0	96.0	0.0
S	69	464.0	32.0	0.0
S	44	-1248.0	1312.0	0.0
S	53	-1808.0	976.0	0.0
S	53	-1808.0	880.0	0.0
S	8	-288.0	-80.0	0.0
S	41	880.0	-432.0	0.0
S	41	960.0	-1152.0	0.0
S	76	768.0	-640.0	0.0
S	68	960.0	-1168.0	0.0
S	67	1088.0	-448.0	0.0
S	18	416.0	-368.0	0.0
S	18	1312.0	-1056.0	0.0
S	18	1408.0	-224.0	0.0
S	18	848.0	-640.0	0.0
S	18	864.0	-512.0	0.0
S	18	1120.0	-864.0	0.0
S	18	384.0	-1152.0	0.0
S	2	480.0	-288.0	0.0
S	10	576.0	-224.0	0.0
S	10	576.0	-448.0	0.0
S	10	1040.0	-464.0	0.0
S	10	880.0	-944.0	0.0
S	13	320.0	-256.0	0.0
S	30	1168.0	-704.0	0.0
S	30	720.0	-992.0	0.0
S	30	528.0	-560.0	0.0
S	45	1232.0	-400.0	0.0
S	45	1264.0	-432.0	0.0
S	45	1264.0	-480.0	0.0
S	45	1184.0	-400.0	0.0
S	46	1264.0	-976.0	0.0
S	46	1264.0	-928.0	0.0
S	46	1232.0	-992.0	0.0
S	46	1184.0	-992.0	0.0
S	45	576.0	-768.0	0.0
S	45	576.0	-832.0	0.0
S	45	640.0	-896.0	0.0
S	59	1360.0	-736.0	0.0
